"Supplementary Table 2: Description of the 1,893 libraries that comprise the mammalian evo-devo resource "														
														
library ID	Used library?	Species (strain)	Organ	Developmental stage	Sex	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID
1764	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P35	Male	VADER 123 lane 6	P35	34493508	31916318	93%	QIAgen RNeasy QIAzol	NA	8.8	NA
1765	yes	Chicken (red junglefowl)	Heart	P35	Male	OBIWAN 88 lane 6	P35	33131232	31758125	96%	QIAgen RNeasy QIAzol	NA	8.4	NA
1766	yes	Chicken (red junglefowl)	Liver	P35	Male	VADER 123 lane 6	P35	34538461	32512963	94%	QIAgen RNeasy QIAzol	NA	8.5	NA
1767	yes	Chicken (red junglefowl)	Testis	P35	Male	VADER 126 lane 3	P35	28828335	27532477	96%	QIAgen RNeasy QIAzol	NA	9	NA
1768	yes	Chicken (red junglefowl)	Ovary	P35	Female	VADER 126 lane 3	P35	31479581	30293214	96%	QIAgen RNeasy QIAzol	NA	8.9	NA
1804	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P35	Female	VADER 126 lane 8	P35	22514546	21681523	96%	QIAgen RNeasy QIAzol	NA	9.3	NA
1864	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P35	Male	OBIWAN 47 lane 5	P35	19641671	18756289	95%	QIAgen RNeasy QIAzol	7.3	NA	NA
1866	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P35	Male	VADER 194 lane 8 / OBIWAN 47 lane 8	P35	27747465	26646911	96%	QIAgen RNeasy QIAzol	7.3	NA	NA
1867	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P35	Female	OBIWAN 45 lane 8	P35	47277106	43793788	93%	QIAgen RNeasy QIAzol	7.2	NA	NA
1870	yes	Chicken (red junglefowl)	Liver	P35	Male	VADER 128 lane 3	P35	21968867	21208680	97%	QIAgen RNeasy QIAzol	7.6	NA	NA
1871	yes	Chicken (red junglefowl)	Liver	P35	Female	OBIWAN 47 lane 6	P35	24703289	23810639	96%	QIAgen RNeasy QIAzol	7.1	NA	NA
2431	yes	Chicken (red junglefowl)	Heart	P35	Female	OBIWAN 98 lane 6	P35	36788412	35582576	97%	QIAgen RNeasy QIAzol	7.4	NA	NA
2432	yes	Chicken (red junglefowl)	Heart	P35	Male	OBIWAN 98 lane 6	P35	31732557	30466350	96%	QIAgen RNeasy QIAzol	7.5	NA	NA
2433	yes	Chicken (red junglefowl)	Kidney	P35	Female	OBIWAN 88 lane 5	P35	37695263	36036245	96%	QIAgen RNeasy QIAzol	7.8	NA	NA
2434	yes	Chicken (red junglefowl)	Kidney	P35	Male	OBIWAN 88 lane 5	P35	32626632	31140691	95%	QIAgen RNeasy QIAzol	7.8	NA	NA
2453	yes	Chicken (red junglefowl)	Kidney	P35	Female	OBIWAN 98 lane 6	P35	46179314	44426284	96%	QIAgen RNeasy QIAzol	7.6	NA	NA
2454	yes	Chicken (red junglefowl)	Kidney	P35	Male	OBIWAN 98 lane 8	P35	32713652	31452676	96%	QIAgen RNeasy QIAzol	8	NA	NA
1647	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P7	Male	VADER 126 lane 8	P7	26649593	25619058	96%	QIAgen RNeasy QIAzol	8.4	NA	NA
1648	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P7	Male	OBIWAN 45 lane 8	P7	35761296	34125469	95%	QIAgen RNeasy QIAzol	8.3	NA	NA
1649	yes	Chicken (red junglefowl)	Heart	P7	Male	OBIWAN 94 lane 4	P7	45545764	44097188	97%	QIAgen RNeasy QIAzol	8.1	NA	NA
1650	yes	Chicken (red junglefowl)	Kidney	P7	Male	OBIWAN 94 lane 4	P7	37892655	36090821	95%	QIAgen RNeasy QIAzol	8.2	NA	NA
1651	yes	Chicken (red junglefowl)	Liver	P7	Male	OBIWAN 114 lane  1	P7	23748178	23111923	97%	QIAgen RNeasy QIAzol	8.1	NA	NA
1652	yes	Chicken (red junglefowl)	Testis	P7	Male	VADER 126 lane 3	P7	20921043	19972841	95%	QIAgen RNeasy QIAzol	8.5	NA	NA
1654	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P7	Male	VADER 123 lane 6	P7	31923868	29928286	94%	QIAgen RNeasy QIAzol	8.3	NA	NA
1655	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P7	Male	VADER 123 lane 6	P7	44263018	41460562	94%	QIAgen RNeasy QIAzol	8.3	NA	NA
1656	yes	Chicken (red junglefowl)	Heart	P7	Male	OBIWAN 98 lane 6	P7	45349557	43818957	97%	QIAgen RNeasy QIAzol	8.1	NA	NA
1657	yes	Chicken (red junglefowl)	Kidney	P7	Male	OBIWAN 98 lane 6	P7	34381444	33057184	96%	QIAgen RNeasy QIAzol	7.3	NA	NA
1665	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P7	Female	OBIWAN 42 lane 7	P7	45325839	35422678	78%	QIAgen RNeasy QIAzol	8.4	NA	NA
1666	yes	Chicken (red junglefowl)	Heart	P7	Female	VADER 177 lane 8	P7	36214600	34930812	96%	QIAgen RNeasy QIAzol	8.1	NA	NA
1667	yes	Chicken (red junglefowl)	Kidney	P7	Female	OBIWAN 94 lane 4	P7	39504803	37535802	95%	QIAgen RNeasy QIAzol	8.1	NA	NA
1668	yes	Chicken (red junglefowl)	Liver	P7	Female	VADER 126 lane 2	P7	30207425	29024232	96%	QIAgen RNeasy QIAzol	8.1	NA	NA
1669	yes	Chicken (red junglefowl)	Ovary	P7	Female	OBIWAN 42 lane 6	P7	44321675	40901489	92%	QIAgen RNeasy QIAzol	8.1	NA	NA
1679	yes	Chicken (red junglefowl)	Liver	P7	Male	VADER 123 lane 6	P7	40124824	37889350	94%	QIAgen RNeasy QIAzol	8.1	NA	NA
1680	yes	Chicken (red junglefowl)	Testis	P7	Male	VADER 123 lane 6	P7	29457936	27471549	93%	QIAgen RNeasy QIAzol	8.8	NA	NA
1682	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P7	Female	OBIWAN 43 lane 6	P7	35976708	33683675	94%	QIAgen RNeasy QIAzol	8.4	NA	NA
1684	yes	Chicken (red junglefowl)	Heart	P7	Female	OBIWAN 94 lane 1	P7	36312788	35430379	98%	QIAgen RNeasy QIAzol	8.2	NA	NA
1685	yes	Chicken (red junglefowl)	Kidney	P7	Female	OBIWAN 98 lane 6	P7	32859574	31376605	95%	QIAgen RNeasy QIAzol	8	NA	NA
1686	yes	Chicken (red junglefowl)	Liver	P7	Female	OBIWAN 100 lane 2 / OBIWAN 47 lane 8	P7	36079981	34988662	97%	QIAgen RNeasy QIAzol	8.1	NA	NA
1687	yes	Chicken (red junglefowl)	Ovary	P7	Female	VADER 126 lane 3	P7	28806668	27468029	95%	QIAgen RNeasy QIAzol	7.5	NA	NA
1803	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P7	Female	VADER 126 lane 8	P7	20610847	19863097	96%	QIAgen RNeasy QIAzol	NA	9.4	NA
1812	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P7	Female	OBIWAN 47 lane 5	P7	31437843	29850527	95%	QIAgen RNeasy QIAzol	NA	9.4	NA
1770	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P70	Male	VADER 123 lane 1	P70	125538494	118885613	95%	QIAgen RNeasy QIAzol	NA	8.7	NA
1771	yes	Chicken (red junglefowl)	Heart	P70	Male	OBIWAN 88 lane 5	P70	44674643	43217891	97%	QIAgen RNeasy QIAzol	NA	8.7	NA
1772	yes	Chicken (red junglefowl)	Kidney	P70	Male	OBIWAN 88 lane 5	P70	31990040	30662170	96%	QIAgen RNeasy QIAzol	NA	8.8	NA
1773	yes	Chicken (red junglefowl)	Testis	P70	Male	VADER 126 lane 1	P70	28206722	27115418	96%	QIAgen RNeasy QIAzol	NA	8.9	NA
1774	yes	Chicken (red junglefowl)	Liver	P70	Male	OBIWAN 44 lane 7	P70	53496854	50488192	94%	QIAgen RNeasy QIAzol	NA	8.9	NA
1775	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P70	Female	OBIWAN 43 lane 6	P70	31924930	29995254	94%	QIAgen RNeasy QIAzol	NA	8.9	NA
1776	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P70	Female	OBIWAN 42 lane 7	P70	44448117	40758300	92%	QIAgen RNeasy QIAzol	NA	9.3	NA
1777	yes	Chicken (red junglefowl)	Heart	P70	Female	OBIWAN 88 lane 5	P70	38981643	37584617	96%	QIAgen RNeasy QIAzol	NA	9	NA
1778	yes	Chicken (red junglefowl)	Kidney	P70	Female	OBIWAN 88 lane 6	P70	44451809	42424397	95%	QIAgen RNeasy QIAzol	NA	9	NA
1779	yes	Chicken (red junglefowl)	Liver	P70	Female	VADER 126 lane 2	P70	26766388	25775428	96%	QIAgen RNeasy QIAzol	NA	9	NA
1780	yes	Chicken (red junglefowl)	Ovary	P70	Female	OBIWAN 42 lane 6	P70	40756741	38237480	94%	QIAgen RNeasy QIAzol	NA	9.1	NA
1781	yes	Chicken (red junglefowl)	Ovary	P70	Female	VADER 126 lane 3	P70	39200584	37827790	96%	QIAgen RNeasy QIAzol	NA	9.1	NA
1782	no	Chicken (red junglefowl)	Testis	P70	Male	VADER 126 lane 1	P70	27066137	25932169	96%	QIAgen RNeasy QIAzol	NA	9.3	NA
1805	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P70	Female	VADER 126 lane 8	P70	24243331	23399987	97%	QIAgen RNeasy QIAzol	NA	9.5	NA
1865	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P70	Male	OBIWAN 99 lane 8 / OBIWAN 47 lane 5	P70	59512722	57160641	96%	QIAgen RNeasy QIAzol	7.6	NA	NA
1868	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P70	Male	OBIWAN 47 lane 8	P70	23004078	22149456	96%	QIAgen RNeasy QIAzol	7	NA	NA
1869	yes	Chicken (red junglefowl)	Hindbrain/Cerebellum	P70	Female	OBIWAN 45 lane 8	P70	31588017	29431640	93%	QIAgen RNeasy QIAzol	7.1	NA	NA
1872	yes	Chicken (red junglefowl)	Liver	P70	Male	VADER 128 lane 3	P70	21931855	21178333	97%	QIAgen RNeasy QIAzol	7	NA	NA
1873	yes	Chicken (red junglefowl)	Liver	P70	Female	OBIWAN 47 lane 6	P70	25191077	24145943	96%	QIAgen RNeasy QIAzol	7.5	NA	NA
2455	yes	Chicken (red junglefowl)	Heart	P70	Male	VADER 183 lane 2	P70	26092985	25113018	96%	QIAgen RNeasy QIAzol	7.2	NA	NA
2456	yes	Chicken (red junglefowl)	Kidney	P70	Male	VADER 183 lane 1	P70	43452452	41552066	96%	QIAgen RNeasy QIAzol	7.9	NA	NA
2457	yes	Chicken (red junglefowl)	Heart	P70	Female	OBIWAN 98 lane 6	P70	50466372	49033737	97%	QIAgen RNeasy QIAzol	7.3	NA	NA
2458	yes	Chicken (red junglefowl)	Kidney	P70	Female	VADER 183 lane 2	P70	37170483	35515721	96%	QIAgen RNeasy QIAzol	8	NA	NA
3920	yes	Chicken (red junglefowl)	Forebrain/Cerebrum	P70	Male	VADER 183 lane 1	P70	44155424	42080367	95%	QIAgen RNeasy QIAzol	6.5	NA	NA
1988	Yes	Human	Testis	10wpc	Male	OBIWAN 137 lane 1	10 weeks	27666438	27330908	99%	QIAgen RNeasy QIAzol	6.5	NA	11727
2024	Yes	Human	Heart	10wpc	Male	OBIWAN 133 lane 8	10 weeks	37335172	37089781	99%	QIAgen RNeasy QIAzol	6.9	NA	11727
2025	Yes	Human	Liver	10wpc	Male	OBIWAN 133 lane 7	10 weeks	36710861	36366197	99%	QIAgen RNeasy QIAzol	7.4	NA	11727
2092	Yes	Human	Heart	10wpc	Female	OBIWAN 137 lane 1	10 weeks	30761894	30441216	99%	QIAgen RNeasy QIAzol	7	NA	11791
2094	Yes	Human	Liver	10wpc	Female	VADER 145 lane 4	10 weeks	25202024	24929741	99%	QIAgen RNeasy QIAzol	7.1	NA	11791
2095	Yes	Human	Ovary	10wpc	Female	VADER 145 lane 4	10 weeks	26584280	26311009	99%	QIAgen RNeasy QIAzol	7.2	NA	11791
3653	Yes	Human	Hindbrain/Cerebellum	10wpc	Male	WINDU 47 lane 3	10 weeks	46175127	45679238	99%	QIAgen RNeasy DTT	7.2	NA	11950
3654	Yes	Human	Liver	10wpc	Male	WINDU 47 lane 3	10 weeks	30238306	29860490	99%	QIAgen RNeasy DTT	6.9	NA	11950
3655	Yes	Human	Testis	10wpc	Male	WINDU 47 lane 3	10 weeks	46506769	45826494	99%	QIAgen RNeasy DTT	9.2	NA	11950
3777	Yes	Human	Heart	10wpc	Male	OBIWAN 180	10 weeks	27256989	26349893	97%	QIAgen RNeasy DTT	8	NA	11950
5646	Yes	Human	Kidney	10wpc	Female	OBIWAN 171 lane 5	10 weeks	42455384	41581285	98%	QIAgen RNeasy DTT	9.5	NA	12434
5664	Yes	Human	Forebrain/Cerebrum	10wpc	Female	WINDU 67 lane 3	10 weeks	35951148	35671093	99%	QIAgen RNeasy DTT	NA	NA	12149
5677	Yes	Human	Ovary	10wpc	Female	OBIWAN 179 lane 8	10 weeks	65837430	65317093	99%	QIAgen RNeasy DTT	7.6	NA	12149
5678	Yes	Human	Liver	10wpc	Female	OBIWAN 171 lane 7	10 weeks	24890873	24727795	99%	QIAgen RNeasy DTT	8.7	NA	12149
5679	No	Human	Heart	10wpc	Female	OBIWAN 171 lane 8	10 weeks	29389786	29184725	99%	QIAgen RNeasy DTT	8.2	NA	12149
5709	Yes	Human	Kidney	10wpc	Female	OBIWAN 179 lane 8	10 weeks	35546480	35291714	99%	QIAgen RNeasy DTT	9.2	NA	12522
5743	Yes	Human	Hindbrain/Cerebellum	10wpc	Female	WINDU 104 lane 7	10 weeks	41069878	40729969	99%	QIAgen RNeasy DTT	9.8	NA	12149
5930	Yes	Human	Kidney	10wpc	Female	OBIWAN 198 lane 2	10 weeks	21657174	21508784	99%	QIAgen RNeasy DTT	9.6	NA	12721
1437	Yes	Human	Heart	11wpc	Male	VADER 142 lane 7	11 weeks	37227039	36955180	99%	QIAgen RNeasy QIAzol	6.8	8.7	11697
1439	Yes	Human	Kidney	11wpc	Male	VADER 142 lane 7	11 weeks	29258109	29064078	99%	QIAgen RNeasy QIAzol	NA	8.5	11697
2044	Yes	Human	Heart	11wpc	Male	VADER 144 lane 4	11 weeks	23321866	23169158	99%	QIAgen RNeasy QIAzol	7.7	NA	11755
2046	Yes	Human	Liver	11wpc	Male	OBIWAN 133 lane 8	11 weeks	33018161	32800065	99%	QIAgen RNeasy QIAzol	7.6	NA	11755
2047	Yes	Human	Forebrain/Cerebrum	11wpc	Male	VADER 144 lane 4	11 weeks	24142938	23948104	99%	QIAgen RNeasy QIAzol	7.3	NA	11755
2048	Yes	Human	Hindbrain/Cerebellum	11wpc	Male	VADER 194 lane 3 / VADER 144 lane 4	11 weeks	26102823	25848265	99%	QIAgen RNeasy QIAzol	7.8	NA	11755
2096	Yes	Human	Hindbrain/Cerebellum	11wpc	Male	VADER 145 lane 4	11 weeks	56870921	56384875	99%	QIAgen RNeasy QIAzol	5.8	NA	11798
2110	Yes	Human	Testis	11wpc	Male	OBIWAN 137 lane 1	11 weeks	32172874	31889099	99%	QIAgen RNeasy QIAzol	8	NA	11798
2111	Yes	Human	Forebrain/Cerebrum	11wpc	Male	VADER 145 lane 5	11 weeks	23534747	22800625	97%	QIAgen RNeasy QIAzol	8.1	NA	11798
2112	Yes	Human	Liver	11wpc	Male	VADER 145 lane 5	11 weeks	14980305	14524122	97%	QIAgen RNeasy QIAzol	7.7	NA	11798
2113	Yes	Human	Heart	11wpc	Male	VADER 145 lane 5	11 weeks	12657601	12333348	97%	QIAgen RNeasy QIAzol	8.2	NA	11798
3643	Yes	Human	Heart	11wpc	Female	WINDU 47 lane 3	11 weeks	47283098	46626683	99%	QIAgen RNeasy DTT	7.6	NA	11930
3644	Yes	Human	Ovary	11wpc	Female	WINDU 47 lane 3	11 weeks	36468175	35972533	99%	QIAgen RNeasy DTT	9.7	NA	11930
3668	Yes	Human	Hindbrain/Cerebellum	11wpc	Male	WINDU 47 lane 3	11 weeks	40511631	39746441	98%	QIAgen RNeasy DTT	8.3	NA	11951
3779	Yes	Human	Liver	11wpc	Female	WINDU 65 lane 6	11 weeks	48403809	47660671	98%	QIAgen RNeasy DTT	NA	NA	11930
5637	Yes	Human	Hindbrain/Cerebellum	11wpc	Female	OBIWAN 171 lane 4	11 weeks	25993325	25748649	99%	QIAgen RNeasy DTT	7.8	NA	12275
5647	Yes	Human	Kidney	11wpc	Female	OBIWAN 171 lane 5	11 weeks	27052712	26388376	98%	QIAgen RNeasy DTT	6.3	NA	12275
5934	Yes	Human	Testis	11wpc	Male	OBIWAN 198 lane 4	11 weeks	30378587	30169910	99%	QIAgen RNeasy DTT	9	NA	12718
5952	Yes	Human	Forebrain/Cerebrum	11wpc	Male	OBIWAN 203 lane 6	11 weeks	21292612	21032682	99%	QIAgen RNeasy DTT	NA	NA	12718
5953	Yes	Human	Forebrain/Cerebrum	11wpc	Female	OBIWAN 203 lane 5	11 weeks	28323433	27954335	99%	QIAgen RNeasy DTT	NA	NA	12748
3585	No	Human	Heart	12wpc	Female	OBIWAN 149 lane 8	12 weeks	18404216	18103154	98%	QIAgen RNeasy DTT	5.5	NA	12089
3769	Yes	Human	Hindbrain/Cerebellum	12wpc	Male	WINDU 47 lane 5	12 weeks	65767183	64168226	98%	QIAgen RNeasy DTT	7.6	NA	12007
3770	Yes	Human	Heart	12wpc	Male	WINDU 47 lane 5	12 weeks	45404722	44735677	99%	QIAgen RNeasy DTT	8.5	NA	12007
3774	Yes	Human	Ovary	12wpc	Female	WINDU 47 lane 5	12 weeks	38720201	38016764	98%	QIAgen RNeasy DTT	8.3	NA	1558
3775	Yes	Human	Testis	12wpc	Male	WINDU 47 lane 5	12 weeks	26953107	25891367	96%	QIAgen RNeasy DTT	6.7	NA	1257
3776	Yes	Human	Liver	12wpc	Male	WINDU 47 lane 5	12 weeks	39124016	38558267	99%	QIAgen RNeasy DTT	5.5	NA	12004
5648	Yes	Human	Kidney	12wpc	Female	OBIWAN 171 lane 5	12 weeks	29330182	28684302	98%	QIAgen RNeasy DTT	7	NA	12343
5651	Yes	Human	Kidney	12wpc	Male	OBIWAN 171 lane 5	12 weeks	35798241	34735536	97%	QIAgen RNeasy DTT	7.6	NA	12342
5708	Yes	Human	Hindbrain/Cerebellum	12wpc	Female	OBIWAN 179 lane 7	12 weeks	44283953	43951562	99%	QIAgen RNeasy DTT	9.4	NA	12513
5721	Yes	Human	Forebrain/Cerebrum	12wpc	Male	OBIWAN 179 lane 8	12 weeks	25827995	25604285	99%	QIAgen RNeasy DTT	8.9	NA	12368
5722	Yes	Human	Hindbrain/Cerebellum	12wpc	Male	OBIWAN 179 lane 8	12 weeks	25945309	25730490	99%	QIAgen RNeasy DTT	9.2	NA	12368
5935	Yes	Human	Testis	12wpc	Male	OBIWAN 203 lane 3	12 weeks	16735201	16589902	99%	QIAgen RNeasy DTT	5.9	NA	12732
5936	Yes	Human	Ovary	12wpc	Female	OBIWAN 198 lane 3	12 weeks	29867689	29700160	99%	QIAgen RNeasy DTT	9.4	NA	12725
5655	Yes	Human	Kidney	13wpc	Male	OBIWAN 171 lane 6	13 weeks	21347349	21191132	99%	QIAgen RNeasy DTT	7.3	NA	12344
5659	Yes	Human	Heart	13wpc	Male	OBIWAN 171 lane 6	13 weeks	29773356	29548898	99%	QIAgen RNeasy DTT	8.8	NA	12163
5670	Yes	Human	Hindbrain/Cerebellum	13wpc	Male	OBIWAN 171 lane 7	13 weeks	33827893	33573523	99%	QIAgen RNeasy DTT	8.4	NA	12163
5696	No	Human	Heart	13wpc	Male	WINDU 69 lane 5	13 weeks	25601567	25395732	99%	QIAgen RNeasy DTT	8.2	NA	12344
5697	Yes	Human	Kidney	13wpc	Female	WINDU 69 lane 5	13 weeks	37470909	37219127	99%	QIAgen RNeasy DTT	8.4	NA	12467
5711	Yes	Human	Forebrain/Cerebrum	13wpc	Male	WINDU 71 lane 1	13 weeks	29726888	29515309	99%	QIAgen RNeasy DTT	5.4	NA	12525
5713	Yes	Human	Kidney	13wpc	Male	OBIWAN 179 lane 8	13 weeks	35474518	35212616	99%	QIAgen RNeasy DTT	8.1	NA	12525
5716	Yes	Human	Testis	13wpc	Male	OBIWAN 179 lane 8	13 weeks	22000080	21807185	99%	QIAgen RNeasy DTT	6.2	NA	12525
5724	Yes	Human	Hindbrain/Cerebellum	13wpc	Male	OBIWAN 179 lane 8	13 weeks	23450540	23290471	99%	QIAgen RNeasy DTT	8.8	NA	12593
5937	Yes	Human	Testis	13wpc	Male	OBIWAN 200 lane 8	13 weeks	39357749	38775299	99%	QIAgen RNeasy DTT	8.2	NA	12869
5938	Yes	Human	Heart	13wpc	Male	OBIWAN 200 lane 5	13 weeks	26147766	25532565	98%	QIAgen RNeasy DTT	NA	NA	12715
5939	Yes	Human	Forebrain/Cerebrum	13wpc	Male	OBIWAN 198 lane 4	13 weeks	28019227	27868861	99%	QIAgen RNeasy DTT	8.5	NA	12715
5940	Yes	Human	Testis	13wpc	Male	OBIWAN 198 lane 4	13 weeks	32219864	31998154	99%	QIAgen RNeasy DTT	9.4	NA	12715
5942	Yes	Human	Heart	13wpc	Female	OBIWAN 198 lane 7	13 weeks	17172005	17014932	99%	QIAgen RNeasy DTT	5.7	NA	12760
5943	Yes	Human	Hindbrain/Cerebellum	13wpc	Female	OBIWAN 198 lane 5	13 weeks	21620016	21506721	99%	QIAgen RNeasy DTT	9.3	NA	12760
5944	Yes	Human	Ovary	13wpc	Female	OBIWAN 198 lane 2	13 weeks	23427780	23303939	99%	QIAgen RNeasy DTT	10	NA	12760
5954	Yes	Human	Liver	13wpc	Female	OBIWAN 198 lane 5	13 weeks	23952797	23820978	99%	QIAgen RNeasy DTT	8.4	NA	12760
5955	Yes	Human	Forebrain/Cerebrum	13wpc	Female	OBIWAN 203 lane 5	13 weeks	32990954	32713821	99%	QIAgen RNeasy DTT	NA	NA	12760
5652	Yes	Human	Testis	16wpc	Male	OBIWAN 171 lane 5	16 weeks	19589699	19142753	98%	QIAgen RNeasy DTT	7.9	NA	12508
5654	Yes	Human	Liver	16wpc	Female	OBIWAN 171 lane 6	16 weeks	34509932	34301055	99%	QIAgen RNeasy DTT	8.8	NA	12411
5656	Yes	Human	Liver	16wpc	Male	OBIWAN 171 lane 6	16 weeks	22812603	22724028	100%	QIAgen RNeasy DTT	9.2	NA	12270
5658	No	Human	Heart	16wpc	Female	OBIWAN 171 lane 6	16 weeks	20583718	20497603	100%	QIAgen RNeasy DTT	9.3	NA	12410
5661	No	Human	Kidney	16wpc	Female	OBIWAN 171 lane 6	16 weeks	25331715	25210552	100%	QIAgen RNeasy DTT	7.5	NA	12410
5665	Yes	Human	Forebrain/Cerebrum	16wpc	Female	OBIWAN 217 lane 6	16 weeks	50381363	50031723	99%	QIAgen RNeasy DTT	8.7	NA	12411
5669	Yes	Human	Hindbrain/Cerebellum	16wpc	Female	WINDU 67 lane 3	16 weeks	34658799	34440134	99%	QIAgen RNeasy DTT	7.5	NA	12411
5671	Yes	Human	Hindbrain/Cerebellum	16wpc	Male	OBIWAN 171 lane 7	16 weeks	45960122	45440848	99%	QIAgen RNeasy DTT	7.9	NA	12508
5673	Yes	Human	Ovary	16wpc	Female	OBIWAN 171 lane 7	16 weeks	75267134	74595445	99%	QIAgen RNeasy DTT	8.4	NA	12410
5687	Yes	Human	Kidney	16wpc	Male	WINDU 67 lane 4	16 weeks	23023255	22891318	99%	QIAgen RNeasy DTT	8.1	NA	12508
5694	Yes	Human	Testis	16wpc	Male	WINDU 67 lane 4	16 weeks	40943433	40290048	98%	QIAgen RNeasy DTT	8.5	NA	12270
5698	Yes	Human	Kidney	16wpc	Male	WINDU 69 lane 5	16 weeks	26734150	26586369	99%	QIAgen RNeasy DTT	5.1	NA	12270
5700	Yes	Human	Heart	16wpc	Male	WINDU 69 lane 5	16 weeks	27104905	26921713	99%	QIAgen RNeasy DTT	8.4	NA	12508
5701	Yes	Human	Heart	16wpc	Male	OBIWAN 217 lane 6	16 weeks	39664938	39075014	99%	QIAgen RNeasy DTT	8.9	NA	12270
5946	No	Human	Testis	16wpc	Male	OBIWAN 203 lane 5	16 weeks	24887353	24567649	99%	QIAgen RNeasy DTT	NA	NA	12866
5951	Yes	Human	Forebrain/Cerebrum	16wpc	Male	OBIWAN 198 lane 2	16 weeks	29444404	29259657	99%	QIAgen RNeasy DTT	NA	NA	12866
5956	Yes	Human	Hindbrain/Cerebellum	16wpc	Female	OBIWAN 203 lane 6	16 weeks	25163678	24901383	99%	QIAgen RNeasy DTT	6.7	NA	12705
5641	Yes	Human	Liver	18wpc	Female	WINDU 67 lane 5	18 weeks	20264467	20102803	99%	QIAgen RNeasy DTT	7.6	NA	12441
5653	Yes	Human	Testis	18wpc	Male	OBIWAN 171 lane 5	18 weeks	27691291	26935778	97%	QIAgen RNeasy DTT	8	NA	12243
5657	Yes	Human	Liver	18wpc	Male	OBIWAN 171 lane 6	18 weeks	23082616	22980820	100%	QIAgen RNeasy DTT	8.9	NA	12243
5660	Yes	Human	Heart	18wpc	Male	OBIWAN 171 lane 6	18 weeks	23351506	23205705	99%	QIAgen RNeasy DTT	9.2	NA	12243
5662	Yes	Human	Kidney	18wpc	Female	WINDU 67 lane 3	18 weeks	42236444	41924776	99%	QIAgen RNeasy DTT	8.5	NA	12441
5667	Yes	Human	Forebrain/Cerebrum	18wpc	Male	WINDU 67 lane 3	18 weeks	30438935	29852996	98%	QIAgen RNeasy DTT	8.8	NA	12243
5674	Yes	Human	Ovary	18wpc	Female	OBIWAN 171 lane 7	18 weeks	10965897	10760021	98%	QIAgen RNeasy DTT	9.1	NA	12441
5688	No	Human	Kidney	18wpc	Male	WINDU 67 lane 4	18 weeks	29992504	29795009	99%	QIAgen RNeasy DTT	8.8	NA	12243
5948	Yes	Human	Liver	18wpc	Female	OBIWAN 203 lane 4	18 weeks	25981840	25724849	99%	QIAgen RNeasy DTT	5.6	NA	12663
5949	Yes	Human	Ovary	18wpc	Female	OBIWAN 198 lane 6	18 weeks	16589444	16404703	99%	QIAgen RNeasy DTT	8.4	NA	12663
5957	Yes	Human	Kidney	18wpc	Female	OBIWAN 203 lane 8	18 weeks	24352086	23423982	96%	QIAgen RNeasy DTT	NA	NA	12663
5768	Yes	Human	Forebrain/Cerebrum	19wpc	Male	WINDU 67 lane 4	19 weeks	48402606	48164638	100%	QIAgen RNeasy DTT	6.2	NA	11875
5769	Yes	Human	Liver	19wpc	Male	WINDU 71 lane 1	19 weeks	49461699	49068960	99%	QIAgen RNeasy DTT	7.5	NA	11875
5777	Yes	Human	Heart	19wpc	Male	OBIWAN 179 lane 6	19 weeks	45588018	45056385	99%	QIAgen RNeasy DTT	9	NA	12519
5778	Yes	Human	Testis	19wpc	Male	OBIWAN 179 lane 6	19 weeks	45058450	44511125	99%	QIAgen RNeasy DTT	8.2	NA	12520
5779	Yes	Human	Kidney	19wpc	Male	OBIWAN 179 lane 6	19 weeks	52347960	51593058	99%	QIAgen RNeasy DTT	7.1	NA	12520
5780	Yes	Human	Heart	19wpc	Male	OBIWAN 179 lane 6	19 weeks	49874679	49254743	99%	QIAgen RNeasy DTT	5.9	NA	12520
5781	Yes	Human	Liver	19wpc	Female	OBIWAN 179 lane 6	19 weeks	31751064	31389003	99%	QIAgen RNeasy DTT	6.3	NA	12521
5782	Yes	Human	Forebrain/Cerebrum	19wpc	Female	WINDU 71 lane 1	19 weeks	37698339	37380278	99%	QIAgen RNeasy DTT	9.2	NA	12545
