"Supplementary Table 2: Description of the 1,893 libraries that comprise the mammalian evo-devo resource "														
														
library ID	Used library?	Species (strain)	Organ	Developmental stage	Sex	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID
4229	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e15	Female	OBIWAN 124 lane 2 / WINDU 18 lane 6	15 days	44910799	44458993	99%	QIAgen RNeasy DTT	10	NA	NA
4230	yes	Rat (Holtzman SD)	Kidney	e15	Female	OBIWAN 124 lane 5	15 days	28036691	27730139	99%	QIAgen RNeasy DTT	10	NA	NA
4231	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e15	Female	OBIWAN 124 lane 2 / WINDU 18 lane 6	15 days	33842787	33534976	99%	QIAgen RNeasy DTT	10	NA	NA
4232	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e15	Female	OBIWAN 124 lane 2 / WINDU 18 lane 6	15 days	36874976	36473333	99%	QIAgen RNeasy DTT	9.8	NA	NA
4233	yes	Rat (Holtzman SD)	Kidney	e15	Female	WINDU 23 lane 7	15 days	39058099	38578270	99%	QIAgen RNeasy DTT	10	NA	NA
1816	yes	Rat (Holtzman SD)	Testis	e16	Male	VADER 164 lane 6	16 days	36949312	36173824	98%	QIAgen RNeasy QIAzol	NA	8.4	NA
2396	yes	Rat (Holtzman SD)	Ovary	e16	Female	VADER 165 lane 1	16 days	31442803	30842198	98%	QIAgen RNeasy QIAzol	8	NA	NA
2553	yes	Rat (Holtzman SD)	Liver	e16	Female	OBIWAN 94 lane 6	16 days	41847926	41156945	98%	QIAgen RNeasy DTT	10	NA	NA
2554	yes	Rat (Holtzman SD)	Liver	e16	Male	VADER 165 lane 3	16 days	36955065	36356057	98%	QIAgen RNeasy DTT	10	NA	NA
2555	yes	Rat (Holtzman SD)	Liver	e16	Male	OBIWAN 94 lane 6	16 days	49310192	48488795	98%	QIAgen RNeasy DTT	10	NA	NA
3594	no	Rat (Holtzman SD)	Whole Brain	e16	Female	OBIWAN 98 lane 5	16 days	27979754	27439917	98%	QIAgen RNeasy DTT	5.7	NA	NA
3595	yes	Rat (Holtzman SD)	Heart	e16	Female	WINDU 15 lane 3	16 days	33691741	33281504	99%	QIAgen RNeasy DTT	8.3	NA	NA
3598	no	Rat (Holtzman SD)	Whole Brain	e16	Male	WINDU 4 lane 8	16 days	17789316	17609624	99%	QIAgen RNeasy DTT	9.8	NA	NA
3600	yes	Rat (Holtzman SD)	Heart	e16	Male	OBIWAN 124 lane 4	16 days	25939086	25634308	99%	QIAgen RNeasy DTT	9.5	NA	NA
3601	yes	Rat (Holtzman SD)	Kidney	e16	Male	WINDU 23 lane 7	16 days	35995670	35519080	99%	QIAgen RNeasy DTT	9.5	NA	NA
3602	yes	Rat (Holtzman SD)	Testis	e16	Male	VADER 183 lane 8	16 days	37848882	37337061	99%	QIAgen RNeasy DTT	9.8	NA	NA
3603	no	Rat (Holtzman SD)	Whole Brain	e16	Female	VADER 183 lane 8	16 days	45980196	45261880	98%	QIAgen RNeasy DTT	9.5	NA	NA
3604	yes	Rat (Holtzman SD)	Heart	e16	Female	OBIWAN 124 lane 4	16 days	33704536	33066097	98%	QIAgen RNeasy DTT	9.7	NA	NA
3605	yes	Rat (Holtzman SD)	Kidney	e16	Female	WINDU 23 lane 7	16 days	39188306	38580658	98%	QIAgen RNeasy DTT	9.7	NA	NA
3606	no	Rat (Holtzman SD)	Whole Brain	e16	Male	VADER 183 lane 8	16 days	46462666	45801221	99%	QIAgen RNeasy DTT	9.4	NA	NA
3607	yes	Rat (Holtzman SD)	Heart	e16	Male	OBIWAN 124 lane 4	16 days	34835228	34257774	98%	QIAgen RNeasy DTT	9.7	NA	NA
3645	yes	Rat (Holtzman SD)	Kidney	e16	Female	OBIWAN 124 lane 4	16 days	31233801	30921533	99%	QIAgen RNeasy DTT	9.9	NA	NA
3646	yes	Rat (Holtzman SD)	Ovary	e16	Female	VADER 183 lane 8	16 days	28784492	28412763	99%	QIAgen RNeasy DTT	9.8	NA	NA
3899	yes	Rat (Holtzman SD)	Liver	e16	Female	WINDU 2 lane 4	16 days	33608964	33056779	98%	QIAgen RNeasy DTT	9.3	NA	NA
4094	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e16	Male	OBIWAN 117 lane 6	16 days	31793851	31423546	99%	QIAgen RNeasy DTT	9.7	NA	NA
4095	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e16	Male	OBIWAN 117 lane 6	16 days	25329559	24967414	99%	QIAgen RNeasy DTT	9.7	NA	NA
4096	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e16	Male	OBIWAN 117 lane 6	16 days	30241729	29905499	99%	QIAgen RNeasy DTT	9.7	NA	NA
4097	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e16	Male	OBIWAN 117 lane 6	16 days	65266055	64472414	99%	QIAgen RNeasy DTT	9.8	NA	NA
4098	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e16	Female	OBIWAN 117 lane 6	16 days	27817126	27527774	99%	QIAgen RNeasy DTT	9.7	NA	NA
4099	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e16	Female	OBIWAN 117 lane 1	16 days	37600257	36794373	98%	QIAgen RNeasy DTT	9.6	NA	NA
4100	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e16	Female	OBIWAN 117 lane 6	16 days	21934185	21723784	99%	QIAgen RNeasy DTT	9.4	NA	NA
4101	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e16	Female	WINDU 18 lane 4 / OBIWAN 121 lane 1	16 days	44102236	43584073	99%	QIAgen RNeasy DTT	9.9	NA	NA
5349	yes	Rat (Holtzman SD)	Kidney	e16	Male	WINDU 65 lane 6	16 days	30279339	29800819	98%	QIAgen RNeasy DTT	9.5	NA	NA
1820	yes	Rat (Holtzman SD)	Testis	e17	Male	VADER 164 lane 6	17 days	36707754	35921367	98%	QIAgen RNeasy QIAzol	NA	9.1	NA
2371	yes	Rat (Holtzman SD)	Liver	e17	Male	VADER 161 lane 8	17 days	26885750	26462135	98%	QIAgen RNeasy QIAzol	6.8	NA	NA
2516	yes	Rat (Holtzman SD)	Liver	e17	Male	VADER 175 lane 8	17 days	45167880	44226310	98%	QIAgen RNeasy QIAzol	9.9	NA	NA
2517	yes	Rat (Holtzman SD)	Liver	e17	Female	VADER 165 lane 3	17 days	42327988	41467272	98%	QIAgen RNeasy DTT	10	NA	NA
2518	yes	Rat (Holtzman SD)	Liver	e17	Female	VADER 175 lane 8	17 days	44260797	42990300	97%	QIAgen RNeasy DTT	9.9	NA	NA
2597	yes	Rat (Holtzman SD)	Testis	e17	Male	VADER 165 lane 3	17 days	37506292	36746457	98%	QIAgen RNeasy QIAzol	6.9	NA	NA
2598	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Male	VADER 162 lane 2	17 days	35703862	35090910	98%	QIAgen RNeasy QIAzol	7.9	NA	NA
2599	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e17	Male	VADER 162 lane 2	17 days	37191967	36592576	98%	QIAgen RNeasy QIAzol	7.8	NA	NA
2600	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Female	VADER 162 lane 2	17 days	36293020	35783404	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2601	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e17	Female	VADER 162 lane 2	17 days	33578990	32962216	98%	QIAgen RNeasy QIAzol	7.6	NA	NA
2602	yes	Rat (Holtzman SD)	Ovary	e17	Female	VADER 162 lane 2	17 days	35390209	34787142	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2603	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Male	VADER 165 lane 3	17 days	36025260	35303798	98%	QIAgen RNeasy QIAzol	6.7	NA	NA
2604	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e17	Male	VADER 165 lane 4	17 days	38069492	36561606	96%	QIAgen RNeasy QIAzol	6.7	NA	NA
2605	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Female	VADER 165 lane 4	17 days	35483622	34288261	97%	QIAgen RNeasy QIAzol	7.8	NA	NA
2606	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e17	FeMale	VADER 165 lane 4	17 days	102845341	100330978	98%	QIAgen RNeasy QIAzol	7.9	NA	NA
2607	yes	Rat (Holtzman SD)	Ovary	e17	Female	VADER 165 lane 4	17 days	24556794	23779877	97%	QIAgen RNeasy QIAzol	7.2	NA	NA
2685	yes	Rat (Holtzman SD)	Heart	e17	Male	OBIWAN 123 lane 6	17 days	23104502	22811832	99%	QIAgen RNeasy DTT	9.8	NA	NA
2686	yes	Rat (Holtzman SD)	Heart	e17	Female	OBIWAN 123 lane 6	17 days	25534817	25261790	99%	QIAgen RNeasy DTT	9.7	NA	NA
2687	yes	Rat (Holtzman SD)	Kidney	e17	Female	OBIWAN 124 lane 6	17 days	23172968	22940098	99%	QIAgen RNeasy DTT	10	NA	NA
3900	yes	Rat (Holtzman SD)	Heart	e17	Female	WINDU 15 lane 3	17 days	28525727	28013492	98%	QIAgen RNeasy DTT	9.6	NA	NA
3901	yes	Rat (Holtzman SD)	Kidney	e17	Female	OBIWAN 124 lane 4	17 days	32324728	31937697	99%	QIAgen RNeasy DTT	9.8	NA	NA
3902	yes	Rat (Holtzman SD)	Heart	e17	Male	OBIWAN 124 lane 5	17 days	32482610	32140083	99%	QIAgen RNeasy DTT	9.6	NA	NA
3903	yes	Rat (Holtzman SD)	Kidney	e17	Male	WINDU 23 lane 7	17 days	31543287	31040726	98%	QIAgen RNeasy DTT	9.7	NA	NA
4251	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Female	OBIWAN 124 lane 1 / WINDU 18 lane 7	17 days	33718254	27279048	81%	QIAgen RNeasy DTT	9.7	NA	NA
4252	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e17	Female	OBIWAN 124 lane 1 / WINDU 18 lane 7	17 days	49220103	48217086	98%	QIAgen RNeasy DTT	9.8	NA	NA
4253	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Female	OBIWAN 124 lane 1 / WINDU 18 lane 7	17 days	41936222	41287811	98%	QIAgen RNeasy DTT	9.6	NA	NA
4254	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e17	Female	OBIWAN 124 lane 1 / WINDU 18 lane 7	17 days	30888418	30455742	99%	QIAgen RNeasy DTT	9.5	NA	NA
5350	yes	Rat (Holtzman SD)	Kidney	e17	Male	WINDU 65 lane 6	17 days	33748905	32754726	97%	QIAgen RNeasy DTT	9.4	NA	NA
1824	yes	Rat (Holtzman SD)	Testis	e18	Male	VADER 164 lane 6	18 days	46530363	45616417	98%	QIAgen RNeasy QIAzol	NA	8.2	NA
2389	yes	Rat (Holtzman SD)	Liver	e18	Female	VADER 164 lane 6	18 days	36029729	35279941	98%	QIAgen RNeasy QIAzol	6	NA	NA
2390	yes	Rat (Holtzman SD)	Liver	e18	Female	VADER 164 lane 6	18 days	42332716	41160832	97%	QIAgen RNeasy QIAzol	6.1	NA	NA
2519	yes	Rat (Holtzman SD)	Liver	e18	Male	VADER 165 lane 3	18 days	43953316	42695029	97%	QIAgen RNeasy DTT	10	NA	NA
2520	yes	Rat (Holtzman SD)	Liver	e18	Male	VADER 175 lane 8	18 days	23902366	23275003	97%	QIAgen RNeasy DTT	10	NA	NA
2667	yes	Rat (Holtzman SD)	Heart	e18	Female	WINDU 21 lane 4	18 days	26192098	25716934	98%	QIAgen RNeasy QIAzol	7	NA	NA
2719	yes	Rat (Holtzman SD)	Ovary	e18	Female	VADER 165 lane 6	18 days	33793105	33301494	99%	QIAgen RNeasy DTT	9	NA	NA
2721	yes	Rat (Holtzman SD)	Heart	e18	Female	OBIWAN 123 lane 7	18 days	33154468	32794303	99%	QIAgen RNeasy DTT	9.4	NA	NA
2722	yes	Rat (Holtzman SD)	Kidney	e18	Female	OBIWAN 123 lane 7	18 days	29370801	29128840	99%	QIAgen RNeasy DTT	9.5	NA	NA
2723	yes	Rat (Holtzman SD)	Heart	e18	Male	OBIWAN 123 lane 7	18 days	29513677	29215794	99%	QIAgen RNeasy DTT	9.3	NA	NA
2752	yes	Rat (Holtzman SD)	Kidney	e18	Female	WINDU 23 lane 2	18 days	34697585	34310419	99%	QIAgen RNeasy QIAzol	8.8	NA	NA
2753	yes	Rat (Holtzman SD)	Testis	e18	Male	VADER 170 lane 2	18 days	27736515	27142619	98%	QIAgen RNeasy QIAzol	7.9	NA	NA
2754	yes	Rat (Holtzman SD)	Kidney	e18	Male	WINDU 23 lane 2	18 days	36946025	36529800	99%	QIAgen RNeasy QIAzol	8.2	NA	NA
2762	yes	Rat (Holtzman SD)	Heart	e18	Male	OBIWAN 124 lane 3	18 days	28495428	28139296	99%	QIAgen RNeasy QIAzol	8.3	NA	NA
4226	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e18	Female	OBIWAN 124 lane 1 / WINDU 18 lane 6	18 days	35708827	35138284	98%	QIAgen RNeasy DTT	9.8	NA	NA
4227	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e18	Female	OBIWAN 124 lane 2 / WINDU 18 lane 6	18 days	35222152	34796673	99%	QIAgen RNeasy DTT	9.8	NA	NA
4249	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e18	Female	OBIWAN 124 lane 2 / WINDU 18 lane 7	18 days	39421799	38958729	99%	QIAgen RNeasy DTT	9.9	NA	NA
4261	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e18	Female	WINDU 15 lane 1	18 days	32423713	32000349	99%	QIAgen RNeasy DTT	9.7	NA	NA
5352	yes	Rat (Holtzman SD)	Ovary	e18	Female	WINDU 65 lane 6	18 days	27409028	26772418	98%	QIAgen RNeasy DTT	9.2	NA	NA
5576	yes	Rat (Holtzman SD)	Heart	e18	Female	WINDU 65 lane 6	18 days	27817601	27333581	98%	QIAgen RNeasy DTT	9.8	NA	NA
5577	yes	Rat (Holtzman SD)	Heart	e18	Female	OBIWAN 165 lane 1	18 days	25347375	25058066	99%	QIAgen RNeasy DTT	9.8	NA	NA
5596	yes	Rat (Holtzman SD)	Kidney	e18	Male	OBIWAN 165 lane 1	18 days	28345740	27915801	98%	QIAgen RNeasy DTT	9.7	NA	NA
5980	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e18	Male	OBIWAN 198 lane 5	18 days	43231197	42532143	98%	QIAgen RNeasy DTT	NA	NA	NA
5981	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e18	Male	OBIWAN 200 lane 4	18 days	66807093	65250183	98%	QIAgen RNeasy DTT	NA	NA	NA
2400	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e19	Female	VADER 153 lane 7	19 days	27356595	26179633	96%	QIAgen RNeasy QIAzol	9.1	NA	NA
2401	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e19	Female	VADER 153 lane 7	19 days	30394507	28948292	95%	QIAgen RNeasy QIAzol	8.1	NA	NA
2402	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e19	Female	VADER 165 lane 1	19 days	59456679	58111245	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2403	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e19	Female	VADER 165 lane 1	19 days	58907609	57334679	97%	QIAgen RNeasy QIAzol	7.8	NA	NA
2404	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e19	Male	VADER 153 lane 7	19 days	26660322	25377769	95%	QIAgen RNeasy QIAzol	8.8	NA	NA
2405	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e19	Male	VADER 153 lane 7	19 days	35574621	33888844	95%	QIAgen RNeasy QIAzol	8.5	NA	NA
2406	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e19	Male	VADER 165 lane 1	19 days	38636926	37667906	97%	QIAgen RNeasy QIAzol	8.9	NA	NA
2407	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e19	Male	VADER 165 lane 2	19 days	25316944	24795328	98%	QIAgen RNeasy QIAzol	8.4	NA	NA
2426	yes	Rat (Holtzman SD)	Testis	e19	Male	VADER 153 lane 8	19 days	26639627	25076088	94%	QIAgen RNeasy QIAzol	6.6	NA	NA
2435	yes	Rat (Holtzman SD)	Heart	e19	Female	WINDU 21 lane 4	19 days	29491907	29078264	99%	QIAgen RNeasy QIAzol	7.6	NA	NA
2437	yes	Rat (Holtzman SD)	Heart	e19	Female	OBIWAN 123 lane 6	19 days	31228077	30732860	98%	QIAgen RNeasy QIAzol	7.5	NA	NA
2440	yes	Rat (Holtzman SD)	Heart	e19	Male	OBIWAN 123 lane 6	19 days	26543659	26102539	98%	QIAgen RNeasy QIAzol	6.3	NA	NA
2712	yes	Rat (Holtzman SD)	Ovary	e19	Female	VADER 162 lane 4	19 days	34534066	34007133	98%	QIAgen RNeasy DTT	8.8	NA	NA
2713	yes	Rat (Holtzman SD)	Kidney	e19	Female	OBIWAN 121 lane 2	19 days	26068082	25842578	99%	QIAgen RNeasy DTT	8.6	NA	NA
2714	yes	Rat (Holtzman SD)	Testis	e19	Male	VADER 165 lane 6	19 days	40517040	39915779	99%	QIAgen RNeasy DTT	9.2	NA	NA
2715	yes	Rat (Holtzman SD)	Heart	e19	Male	OBIWAN 121 lane 2	19 days	28268987	27970672	99%	QIAgen RNeasy DTT	7.2	NA	NA
2716	yes	Rat (Holtzman SD)	Kidney	e19	Male	OBIWAN 124 lane 7	19 days	50408876	42566996	84%	QIAgen RNeasy DTT	7.2	NA	NA
2857	yes	Rat (Holtzman SD)	Kidney	e19	Male	WINDU 23 lane 2	19 days	32799346	32341370	99%	QIAgen RNeasy QIAzol	9.5	NA	NA
2858	yes	Rat (Holtzman SD)	Kidney	e19	Female	WINDU 23 lane 2	19 days	35538046	35132826	99%	QIAgen RNeasy QIAzol	9.7	NA	NA
4034	yes	Rat (Holtzman SD)	Ovary	e19	Female	WINDU 10 lane 7	19 days	29915214	29628356	99%	QIAgen RNeasy DTT	9.1	NA	NA
4035	yes	Rat (Holtzman SD)	Liver	e19	Female	WINDU 10 lane 7	19 days	35449111	35098180	99%	QIAgen RNeasy DTT	9.3	NA	NA
4036	yes	Rat (Holtzman SD)	Liver	e19	Male	WINDU 10 lane 7	19 days	51227023	50681623	99%	QIAgen RNeasy DTT	9.5	NA	NA
4037	yes	Rat (Holtzman SD)	Liver	e19	Female	WINDU 10 lane 7	19 days	53813824	53285691	99%	QIAgen RNeasy DTT	9.8	NA	NA
4038	yes	Rat (Holtzman SD)	Liver	e19	Male	WINDU 10 lane 7	19 days	36425563	36081825	99%	QIAgen RNeasy DTT	9.3	NA	NA
2672	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e20	Male	VADER 162 lane 3	20 days	35116143	34555920	98%	QIAgen RNeasy QIAzol	7.7	NA	NA
2673	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e20	Male	VADER 162 lane 3	20 days	35224979	34638718	98%	QIAgen RNeasy QIAzol	8.1	NA	NA
2677	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e20	Female	VADER 162 lane 3	20 days	31404300	30892895	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2678	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e20	Female	VADER 162 lane 4	20 days	32036592	31494233	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
2679	yes	Rat (Holtzman SD)	Ovary	e20	Female	VADER 162 lane 4	20 days	34498628	34118726	99%	QIAgen RNeasy DTT	9.4	NA	NA
2680	yes	Rat (Holtzman SD)	Testis	e20	Male	VADER 162 lane 4	20 days	30442642	29836841	98%	QIAgen RNeasy DTT	9.6	NA	NA
2683	yes	Rat (Holtzman SD)	Heart	e20	Female	WINDU 15 lane 2	20 days	42484884	41348502	97%	QIAgen RNeasy DTT	9	NA	NA
2684	yes	Rat (Holtzman SD)	Heart	e20	Male	OBIWAN 123 lane 6	20 days	30619512	30226797	99%	QIAgen RNeasy DTT	9.5	NA	NA
2690	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e20	Female	VADER 165 lane 5	20 days	42829776	42060333	98%	QIAgen RNeasy QIAzol	8	NA	NA
2691	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e20	Male	VADER 165 lane 5	20 days	37168808	36512002	98%	QIAgen RNeasy QIAzol	6.3	NA	NA
2692	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e20	Female	VADER 165 lane 5	20 days	38720754	37979904	98%	QIAgen RNeasy QIAzol	7.9	NA	NA
2693	yes	Rat (Holtzman SD)	Liver	e20	Female	VADER 162 lane 4	20 days	36514567	35834761	98%	QIAgen RNeasy QIAzol	9.7	NA	NA
2694	yes	Rat (Holtzman SD)	Liver	e20	Male	VADER 162 lane 4	20 days	31354891	30856076	98%	QIAgen RNeasy DTT	5.6	NA	NA
2695	yes	Rat (Holtzman SD)	Kidney	e20	Female	OBIWAN 121 lane 2	20 days	32318196	31975737	99%	QIAgen RNeasy QIAzol	9.2	NA	NA
2696	yes	Rat (Holtzman SD)	Kidney	e20	Female	OBIWAN 124 lane 7	20 days	46537793	45967832	99%	QIAgen RNeasy QIAzol	9.3	NA	NA
2697	yes	Rat (Holtzman SD)	Kidney	e20	Male	OBIWAN 124 lane 7	20 days	45649445	45088224	99%	QIAgen RNeasy QIAzol	9.5	NA	NA
2698	yes	Rat (Holtzman SD)	Heart	e20	Female	OBIWAN 121 lane 2	20 days	29284204	28927778	99%	QIAgen RNeasy DTT	9.8	NA	NA
2699	yes	Rat (Holtzman SD)	Ovary	e20	Female	VADER 165 lane 5	20 days	32749302	32144927	98%	QIAgen RNeasy QIAzol	9.2	NA	NA
2700	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e20	Male	VADER 165 lane 5	20 days	43930329	43097002	98%	QIAgen RNeasy DTT	8.3	NA	NA
2701	yes	Rat (Holtzman SD)	Liver	e20	Female	VADER 165 lane 6	20 days	31156767	30511663	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2702	yes	Rat (Holtzman SD)	Heart	e20	Male	OBIWAN 121 lane 2	20 days	25880487	25640542	99%	QIAgen RNeasy DTT	8.9	NA	NA
2703	yes	Rat (Holtzman SD)	Liver	e20	Male	OBIWAN 94 lane 6	20 days	39166502	38347087	98%	QIAgen RNeasy QIAzol	9.5	NA	NA
2704	yes	Rat (Holtzman SD)	Testis	e20	Male	VADER 165 lane 6	20 days	45796191	45116307	99%	QIAgen RNeasy DTT	7.6	NA	NA
2705	yes	Rat (Holtzman SD)	Kidney	e20	Male	OBIWAN 124 lane 7	20 days	36663142	35949308	98%	QIAgen RNeasy DTT	9.5	NA	NA
1746	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P0	Male	VADER 130 lane 3	0 days post birth	27167161	26617695	98%	QIAgen RNeasy QIAzol	NA	9.8	NA
1747	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P0	Male	OBIWAN 100 lane 5 / VADER 130 lane 3	0 days post birth	61057699	60083809	98%	QIAgen RNeasy QIAzol	NA	9.8	NA
1748	yes	Rat (Holtzman SD)	Heart	P0	Male	OBIWAN 123 lane 6	0 days post birth	26552848	26193877	99%	QIAgen RNeasy QIAzol	NA	9.5	NA
1749	yes	Rat (Holtzman SD)	Kidney	P0	Male	OBIWAN 124 lane 6	0 days post birth	18744866	18516092	99%	QIAgen RNeasy QIAzol	NA	9.6	NA
1750	yes	Rat (Holtzman SD)	Testis	P0	Male	VADER 194 lane 8 / VADER 130 lane 3	0 days post birth	35566777	35061712	99%	QIAgen RNeasy QIAzol	NA	9.6	NA
2181	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P0	Female	OBIWAN 88 lane 7	0 days post birth	37818673	37112092	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2182	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P0	Female	OBIWAN 88 lane 7	0 days post birth	33485663	32827065	98%	QIAgen RNeasy QIAzol	8.3	NA	NA
2183	yes	Rat (Holtzman SD)	Ovary	P0	Female	VADER 152 lane 8	0 days post birth	25265682	24914706	99%	QIAgen RNeasy QIAzol	8.8	NA	NA
2184	yes	Rat (Holtzman SD)	Ovary	P0	Female	OBIWAN 88 lane 8	0 days post birth	39853833	39079875	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
2288	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P0	Female	OBIWAN 88 lane 8	0 days post birth	50148171	49025736	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2289	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P0	Female	OBIWAN 88 lane 8	0 days post birth	38614101	37841625	98%	QIAgen RNeasy QIAzol	8.4	NA	NA
2291	yes	Rat (Holtzman SD)	Testis	P0	Male	OBIWAN 88 lane 8	0 days post birth	44129933	43292532	98%	QIAgen RNeasy QIAzol	8.1	NA	NA
2292	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P0	Female	VADER 153 lane 5	0 days post birth	37348755	36088190	97%	QIAgen RNeasy QIAzol	8.9	NA	NA
2293	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P0	Female	VADER 153 lane 5	0 days post birth	28486037	27478521	96%	QIAgen RNeasy QIAzol	8.8	NA	NA
2558	yes	Rat (Holtzman SD)	Liver	P0	Male	VADER 162 lane 1	0 days post birth	30546273	29990437	98%	QIAgen RNeasy DTT	9.3	NA	NA
2559	yes	Rat (Holtzman SD)	Liver	P0	Male	OBIWAN 94 lane 6	0 days post birth	41964331	41208633	98%	QIAgen RNeasy DTT	9.7	NA	NA
2560	yes	Rat (Holtzman SD)	Liver	P0	Female	VADER 162 lane 2	0 days post birth	31856787	31188681	98%	QIAgen RNeasy DTT	8.8	NA	NA
2706	yes	Rat (Holtzman SD)	Heart	P0	Female	WINDU 21 lane 4	0 days post birth	35336649	34576043	98%	QIAgen RNeasy DTT	9.4	NA	NA
2707	yes	Rat (Holtzman SD)	Kidney	P0	Female	OBIWAN 121 lane 2	0 days post birth	30196145	29766201	99%	QIAgen RNeasy DTT	8.5	NA	NA
2708	yes	Rat (Holtzman SD)	Heart	P0	Male	OBIWAN 121 lane 2	0 days post birth	28371675	27890832	98%	QIAgen RNeasy DTT	7.8	NA	NA
2709	yes	Rat (Holtzman SD)	Kidney	P0	Male	OBIWAN 124 lane 7	0 days post birth	18271001	18052774	99%	QIAgen RNeasy DTT	7.4	NA	NA
2710	yes	Rat (Holtzman SD)	Heart	P0	Female	OBIWAN 121 lane 2	0 days post birth	11390457	11231690	99%	QIAgen RNeasy DTT	7	NA	NA
2711	yes	Rat (Holtzman SD)	Kidney	P0	Female	OBIWAN 124 lane 7	0 days post birth	34355653	33972416	99%	QIAgen RNeasy DTT	7.9	NA	NA
5051	yes	Rat (Holtzman SD)	Liver	P0	Female	OBIWAN 142 lane 2	0 days post birth	33054813	32694203	99%	QIAgen RNeasy DTT	8.8	NA	NA
5348	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P0	Male	WINDU 65 lane 6	0 days post birth	23307893	22883264	98%	QIAgen RNeasy DTT	8.5	NA	NA
2348	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P112	Female	VADER 153 lane 6	16 weeks post birth	28105814	26663421	95%	QIAgen RNeasy QIAzol	7.8	NA	NA
2349	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P112	Female	VADER 153 lane 6	16 weeks post birth	34607348	32613880	94%	QIAgen RNeasy QIAzol	8.7	NA	NA
